TYPE,WDPAID,WDPA_PID,PA_DEF,NAME,ORIG_NAME,DESIG,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,MARINE,REP_M_AREA,GIS_M_AREA,REP_AREA,GIS_AREA,NO_TAKE,NO_TK_AREA,STATUS,STATUS_YR,GOV_TYPE,OWN_TYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,SUB_LOC,PARENT_ISO3,ISO3,SUPP_INFO,CONS_OBJ
Polygon,150878,150878,1,Sammakkolammin Luonnonsuojelualue,Sammakkolammin Luonnonsuojelualue,Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,0,0,0,0.2320116,0.231155275254,Not Applicable,0,Designated,1985,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,150862,150862,1,Sininen Yökönlehti-Esiintymä,Sininen Yökönlehti-Esiintymä,Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,0,0,0,0.0003909,0.000389786346093,Not Applicable,0,Designated,1963,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,150419,150419,1,Lullinvuoren Luonnonsuojelalue,Lullinvuoren Luonnonsuojelalue,Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,0,0,0,0.2818857,0.281017099526,Not Applicable,0,Designated,1996,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,151098,151098,1,Törmän Luonnonsuojelualue,Törmän Luonnonsuojelualue,Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,0,0,0,0.1584579,0.157982124787,Not Applicable,0,Designated,1973,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,150500,150500,1,Mustajärven Kallio,Mustajärven Kallio,Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,0,0,0,0.1322112,0.131778709898,Not Applicable,0,Designated,1974,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,151006,151006,1,Sveitsin Puisto,Sveitsin Puisto,Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,0,0,0,0.9521097,0.949234350293,Not Applicable,0,Designated,1989,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,150556,150556,1,Napilanmäen Luonnonsuojelualue,Napilanmäen Luonnonsuojelualue,Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,0,0,0,0.0272591,0.0271761739808,Not Applicable,0,Designated,1950,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,151177,151177,1,Virtain Palstan Iso Saari (Luonnonsuojelualue),Virtain Palstan Iso Saari (Luonnonsuojelualue),Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,0,0,0,0.0813898,0.0811086552959,Not Applicable,0,Designated,1969,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,151153,151153,1,Vattulan Säästömetsä (Luonnonsuojelualue),Vattulan Säästömetsä (Luonnonsuojelualue),Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,0,0,0,0.1351079,0.134629964798,Not Applicable,0,Designated,1959,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,150880,150880,1,Sammalistonsaarten Luonnonsuojelualue,Sammalistonsaarten Luonnonsuojelualue,Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,0,0,0,0.096214,0.0959099738453,Not Applicable,0,Designated,1997,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,150829,150829,1,Ropan-Ilveksen Luonnonsuojelualue,Ropan-Ilveksen Luonnonsuojelualue,Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,V,Not Applicable,0,0,0,0.1081083,0.10776895447,Not Applicable,0,Designated,1997,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,658,658,1,Pyhä-Häkin Kansallispuisto,Pyhä-Häkin Kansallispuisto,Kansallispuisto,National Park,National,II,Not Applicable,0,0,0,13.34696,13.3035321041,Not Applicable,0,Designated,1956,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,150493,150493,1,Molnträsk (Luonnonsuojelu,Molnträsk (Luonnonsuojelu,Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,0,0,0,0.4432109,0.441965892556,Not Applicable,0,Designated,1956,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,150856,150856,1,Rävholstretin Luonnonsuojelualue,Rävholstretin Luonnonsuojelualue,Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,0,0,0,0.1286818,0.128056064091,Not Applicable,0,Designated,1994,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,150670,150670,1,"Pernajanlahti 3, Forsbyvi","Pernajanlahti 3, Forsbyvi",Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,1,0,0.273886642866,0.6249771,0.623271881874,Not Reported,0,Designated,1974,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,150406,150406,1,Lintuniemi 1,Lintuniemi 1,Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,0,0,0,0.0374813,0.0373651190078,Not Applicable,0,Designated,1997,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,150530,150530,1,Myllyniemen Luonnonsuojelualue,Myllyniemen Luonnonsuojelualue,Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,V,Not Applicable,0,0,0,0.3042734,0.303342359151,Not Applicable,0,Designated,1994,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,150698,150698,1,Pikkulamminvaaran Lehto (Luonnonsuojelualue),Pikkulamminvaaran Lehto (Luonnonsuojelualue),Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,0,0,0,0.0601756,0.0599501842443,Not Applicable,0,Designated,1989,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,150684,150684,1,Peuravuoren Lehdon Luonnonsuojelualue,Peuravuoren Lehdon Luonnonsuojelualue,Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,0,0,0,0.0025185,0.00251052553083,Not Applicable,0,Designated,1986,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,151170,151170,1,Viljolan Lehdon Luonnonsu,Viljolan Lehdon Luonnonsu,Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,0,0,0,0.0214521,0.0213809927598,Not Applicable,0,Designated,1992,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,151193,151193,1,Vrångnäsuddenin Lehtoalue,Vrångnäsuddenin Lehtoalue,Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,0,0,0,0.0842411,0.0839810994568,Not Applicable,0,Designated,1975,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,151094,151094,1,Tärnsören (Luonnonsuojelualue),Tärnsören (Luonnonsuojelualue),Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,1,0,0.0124587180619,0.035301,0.0351580153143,Not Reported,0,Designated,1991,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,150882,150882,1,Sammonkallio,Sammonkallio,Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,0,0,0,0.0024044,0.00239771341076,Not Applicable,0,Designated,1974,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,150583,150583,1,Nothamnin Luonnonsuojelua,Nothamnin Luonnonsuojelua,Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,1,0,16.3636878894,19.07258,19.0109371081,Not Reported,0,Designated,1926,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,150787,150787,1,Rakanjänkkän Luonnonsuojelualue,Rakanjänkkän Luonnonsuojelualue,Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,0,0,0,0.1273556,0.126841686544,Not Applicable,0,Designated,1980,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,150818,150818,1,Rinteen Puronvarsilehto (Luonnonsuojelualue),Rinteen Puronvarsilehto (Luonnonsuojelualue),Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,0,0,0,0.0055069,0.00549017830757,Not Applicable,0,Designated,1973,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,150804,150804,1,Ratisaarten Luonnonsuojelualue,Ratisaarten Luonnonsuojelualue,Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,0,0,0,0.0124061,0.0123606261532,Not Applicable,0,Designated,1987,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,151122,151122,1,Vaajasalon Aho Ja Tervaleppäkorpi (Luonnonsuojelualue),Vaajasalon Aho Ja Tervaleppäkorpi (Luonnonsuojelualue),Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,0,0,0,0.0132322,0.0131904339677,Not Applicable,0,Designated,1989,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,150769,150769,1,Pääskysvuori-Ramsösund-My,Pääskysvuori-Ramsösund-My,Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,0,0,0,0.071637,0.0714200060662,Not Applicable,0,Designated,1982,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,151024,151024,1,Takahaan Luonnonsuojelualue,Takahaan Luonnonsuojelualue,Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,0,0,0,0.0548548,0.0546500880453,Not Applicable,0,Designated,1982,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,151119,151119,1,Uusitalon Luonnonsuojelualue,Uusitalon Luonnonsuojelualue,Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,0,0,0,0.0109047,0.0108523926545,Not Applicable,0,Designated,1992,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,150991,150991,1,Susijoen Luonnonsuojelualue,Susijoen Luonnonsuojelualue,Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,0,0,0,0.7927035,0.789548946887,Not Applicable,0,Designated,1993,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,151147,151147,1,Varissuon Luonnonsuojelualue,Varissuon Luonnonsuojelualue,Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,0,0,0,0.030637,0.0305377617866,Not Applicable,0,Designated,1981,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,150689,150689,1,Pieni-Pisan Luonnonsuojelualue,Pieni-Pisan Luonnonsuojelualue,Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,0,0,0,0.1920124,0.19138296224,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,150750,150750,1,Pursialan Lehto (Luonnonsuojelualue),Pursialan Lehto (Luonnonsuojelualue),Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,0,0,0,0.0114732,0.0114401015626,Not Applicable,0,Designated,1986,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,150659,150659,1,Pellilän Puro Lähialueineen (Luonnonmuistomerkki),Pellilän Puro Lähialueineen (Luonnonmuistomerkki),Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,0,0,0,0.0012894,0.001284796012,Not Applicable,0,Designated,1962,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,150657,150657,1,Pekkasuon Luonnonsuojelualue,Pekkasuon Luonnonsuojelualue,Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,0,0,0,1.72936,1.72293477698,Not Applicable,0,Designated,1989,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,150626,150626,1,Palanut Saari,Palanut Saari,Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,0,0,0,0.004595,0.00458005989908,Not Applicable,0,Designated,1992,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,150757,150757,1,Pyymosan Lehdon Luonnonsu,Pyymosan Lehdon Luonnonsu,Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,0,0,0,0.131009,0.130619806629,Not Applicable,0,Designated,1994,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,150797,150797,1,Jakamit 5,Jakamit 5,Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,0,0,0,0.146851,0.146388349796,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,150617,150617,1,Paarlahden Isosaaren Luonnonsuojelualue,Paarlahden Isosaaren Luonnonsuojelualue,Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,0,0,0,0.0156725,0.0156171399407,Not Applicable,0,Designated,1987,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,151067,151067,1,Tornimäen Rinnelehto (Luonnonsuojelualue),Tornimäen Rinnelehto (Luonnonsuojelualue),Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,0,0,0,0.0020043,0.00199855930412,Not Applicable,0,Designated,1994,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,151032,151032,1,Tankkalan Kivikirkko (Luonnonsuojelualue),Tankkalan Kivikirkko (Luonnonsuojelualue),Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,III,Not Applicable,0,0,0,0.0033031,0.0032935799308,Not Applicable,0,Designated,1964,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,150450,150450,1,Makasiininmäen Luonnonsuojelualue,Makasiininmäen Luonnonsuojelualue,Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,0,0,0,0.1262891,0.125904223166,Not Applicable,0,Designated,1954,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,150668,150668,1,Permisaaren Luonnonsuojelualue,Permisaaren Luonnonsuojelualue,Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,0,0,0,0.0010831,0.00107980748566,Not Applicable,0,Designated,1989,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,150907,150907,1,Savijärven Rantasuot 3 (Luonnonsuojelualue),Savijärven Rantasuot 3 (Luonnonsuojelualue),Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,0,0,0,0.04595,0.0457843017156,Not Applicable,0,Designated,1988,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,150816,150816,1,Rikon Kulleroalue,Rikon Kulleroalue,Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,0,0,0,0.0024321,0.00242560247109,Not Applicable,0,Designated,1969,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,150423,150423,1,Luodonsaari 3 (Luonnonsuojelualue),Luodonsaari 3 (Luonnonsuojelualue),Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,0,0,0,0.1244554,0.123997157969,Not Applicable,0,Designated,1992,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,150461,150461,1,Marjomäen Ranta (Luonnonsuojelualue),Marjomäen Ranta (Luonnonsuojelualue),Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,V,Not Applicable,0,0,0,0.1373137,0.136856750959,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,150896,150896,1,Saukonlähde,Saukonlähde,Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,0,0,0,0.0028706,0.00286123322588,Not Applicable,0,Designated,1971,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,7481,7481,1,Vesijaon Luonnonpuisto,Vesijaon Luonnonpuisto,Luonnonpuisto,Strict Nature Reserve,National,Ia,Not Applicable,0,0,0,1.140888,1.13738887233,Not Applicable,0,Designated,1956,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,150729,150729,1,Porkkavaaran Luonnonsuojelualue,Porkkavaaran Luonnonsuojelualue,Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,0,0,0,0.0837575,0.0834122917247,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,150821,150821,1,Risulan (Turransaari) Luonnonsuojelualue,Risulan (Turransaari) Luonnonsuojelualue,Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,0,0,0,0.0101026,0.0100620781993,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,151185,151185,1,Volsin Lehdot 2 (Luonnons,Volsin Lehdot 2 (Luonnons,Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,0,0,0,0.0382204,0.0381021547896,Not Applicable,0,Designated,1991,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,150971,150971,1,Stora Fårholmenin Luodot,Stora Fårholmenin Luodot,Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,1,0,0.00770817565736,0.0138692,0.013830769752,Not Reported,0,Designated,1982,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,150828,150828,1,Romonsaaren Luonnonsuojelualue,Romonsaaren Luonnonsuojelualue,Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,V,Not Applicable,0,0,0,0.5075426,0.505675212722,Not Applicable,0,Designated,1996,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,150708,150708,1,Pinomäen Puronvarsilehto (Luonnonsuojelualue),Pinomäen Puronvarsilehto (Luonnonsuojelualue),Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,0,0,0,0.0221052,0.0220344438929,Not Applicable,0,Designated,1986,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,150761,150761,1,Pähkinäistenmaan Luonnonsuojelualue,Pähkinäistenmaan Luonnonsuojelualue,Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,0,0,0.0174148519469,0.5197797,0.517339281987,Not Applicable,0,Designated,1988,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,150491,150491,1,Moisionrannan Luonnonsuoj,Moisionrannan Luonnonsuoj,Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,0,0,0,0.0183492,0.018289936611,Not Applicable,0,Designated,1983,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,150591,150591,1,Nykullan Vuorijalavalehto,Nykullan Vuorijalavalehto,Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,0,0,0,0.0010432,0.00104035275609,Not Applicable,0,Designated,1968,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,7485,7485,1,Värriön Luonnonpuisto,Värriön Luonnonpuisto,Luonnonpuisto,Strict Nature Reserve,National,Ia,Not Applicable,0,0,0,124.7532,124.217836454,Not Applicable,0,Designated,1981,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,150847,150847,1,Ruutinkosken Lehdon Luonn,Ruutinkosken Lehdon Luonn,Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,0,0,0,0.0878721,0.0876159337185,Not Applicable,0,Designated,1990,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,150625,150625,1,Pajamäen Harjun Luonnonsuojelualue,Pajamäen Harjun Luonnonsuojelualue,Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,0,0,0,0.0091239,0.00909561018307,Not Applicable,0,Designated,1981,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,150999,150999,1,Suursuon Luonnonsuojelualue,Suursuon Luonnonsuojelualue,Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,0,0,0,0.3505866,0.349530398742,Not Applicable,0,Designated,1973,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,150537,150537,1,Mälkiäisten Lehto (Luonnonsuojelualue),Mälkiäisten Lehto (Luonnonsuojelualue),Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,0,0,0,0.0411613,0.0410246869205,Not Applicable,0,Designated,1989,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,150760,150760,1,Pyörteen Luonnonsuojelualue,Pyörteen Luonnonsuojelualue,Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,0,0,0,0.0058291,0.00580722822233,Not Applicable,0,Designated,1966,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,150993,150993,1,Susisaarten Ja Kavatsaaren Luonnonsuojelualue,Susisaarten Ja Kavatsaaren Luonnonsuojelualue,Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,0,0,0,0.0369979,0.036890571458,Not Applicable,0,Designated,1981,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,150785,150785,1,Rajamäen Isokallion Luonn,Rajamäen Isokallion Luonn,Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,0,0,0,0.0346075,0.0345027497439,Not Applicable,0,Designated,1986,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,150609,150609,1,Orpolan Ukonhattulehto,Orpolan Ukonhattulehto,Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,0,0,0,0.0012909,0.00128624395671,Not Applicable,0,Designated,1975,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,150889,150889,1,Sarpantinharjun Luonnonsuojleualue,Sarpantinharjun Luonnonsuojleualue,Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,0,0,0,0.0012346,0.00123010126166,Not Applicable,0,Designated,1996,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
Polygon,151218,151218,1,Ylä-Pinsiön Lähdelehdon Luonnonsuojelualue 1,Ylä-Pinsiön Lähdelehdon Luonnonsuojelualue 1,Yksityinen Luonnonsuojelualue,Private Nature Reserve,National,IV,Not Applicable,0,0,0,0.0017666,0.00176005236437,Not Applicable,0,Designated,1993,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,FIN,FIN,Not Applicable,Not Applicable
